,FQ1,FQ2,ID,LB,SM,PL,RUN
BGI3-RET5a-NIC166,BGI3-RET5a-NIC166-paired-1.fq.gz,BGI3-RET5a-NIC166-paired-2.fq.gz,BGI3-RET5a-NIC166,RET5a,NIC166,,
BGI1-RET5-NIC195,BGI1-RET5-NIC195-paired-1.fq.gz,BGI1-RET5-NIC195-paired-2.fq.gz,BGI1-RET5-NIC195,RET5,NIC195,,
BGI2-RET5-NIC195,BGI2-RET5-NIC195-paired-1.fq.gz,BGI2-RET5-NIC195-paired-2.fq.gz,BGI2-RET5-NIC195,RET5,NIC195,,
BGI3-RET5a-NIC195,BGI3-RET5a-NIC195-paired-1.fq.gz,BGI3-RET5a-NIC195-paired-2.fq.gz,BGI3-RET5a-NIC195,RET5a,NIC195,,
BGI1-RET2-NIC196,BGI1-RET2-NIC196-paired-1.fq.gz,BGI1-RET2-NIC196-paired-2.fq.gz,BGI1-RET2-NIC196,RET2,NIC195,,
BGI2-RET2-NIC196,BGI2-RET2-NIC196-paired-1.fq.gz,BGI2-RET2-NIC196-paired-2.fq.gz,BGI2-RET2-NIC196,RET2,NIC195,,
BGI3-RET2b-NIC196,BGI3-RET2b-NIC196-paired-1.fq.gz,BGI3-RET2b-NIC196-paired-2.fq.gz,BGI3-RET2b-NIC196,RET2b,NIC195,,
BGI1-RET3-NIC197,BGI1-RET3-NIC197-paired-1.fq.gz,BGI1-RET3-NIC197-paired-2.fq.gz,BGI1-RET3-NIC197,RET3,NIC195,,
BGI2-RET3-NIC197,BGI2-RET3-NIC197-paired-1.fq.gz,BGI2-RET3-NIC197-paired-2.fq.gz,BGI2-RET3-NIC197,RET3,NIC195,,
BGI3-RET3a-NIC197,BGI3-RET3a-NIC197-paired-1.fq.gz,BGI3-RET3a-NIC197-paired-2.fq.gz,BGI3-RET3a-NIC197,RET3a,NIC195,,
BGI1-RET4-NIC198,BGI1-RET4-NIC198-paired-1.fq.gz,BGI1-RET4-NIC198-paired-2.fq.gz,BGI1-RET4-NIC198,RET4,NIC195,,
BGI2-RET4-NIC198,BGI2-RET4-NIC198-paired-1.fq.gz,BGI2-RET4-NIC198-paired-2.fq.gz,BGI2-RET4-NIC198,RET4,NIC195,,
BGI3-RET4a-NIC198,BGI3-RET4a-NIC198-paired-1.fq.gz,BGI3-RET4a-NIC198-paired-2.fq.gz,BGI3-RET4a-NIC198,RET4a,NIC195,,
BGI1-RET6-NIC199,BGI1-RET6-NIC199-paired-1.fq.gz,BGI1-RET6-NIC199-paired-2.fq.gz,BGI1-RET6-NIC199,RET6,NIC199,,
BGI2-RET6-NIC199,BGI2-RET6-NIC199-paired-1.fq.gz,BGI2-RET6-NIC199-paired-2.fq.gz,BGI2-RET6-NIC199,RET6,NIC199,,
BGI3-RET6a-NIC199,BGI3-RET6a-NIC199-paired-1.fq.gz,BGI3-RET6a-NIC199-paired-2.fq.gz,BGI3-RET6a-NIC199,RET6a,NIC199,,
BGI1-RET7-NIC200,BGI1-RET7-NIC200-paired-1.fq.gz,BGI1-RET7-NIC200-paired-2.fq.gz,BGI1-RET7-NIC200,RET7,NIC199,,
BGI2-RET7-NIC200,BGI2-RET7-NIC200-paired-1.fq.gz,BGI2-RET7-NIC200-paired-2.fq.gz,BGI2-RET7-NIC200,RET7,NIC199,,
BGI3-RET7a-NIC200,BGI3-RET7a-NIC200-paired-1.fq.gz,BGI3-RET7a-NIC200-paired-2.fq.gz,BGI3-RET7a-NIC200,RET7a,NIC199,,
BGI1-RET2-NIC2,BGI1-RET2-NIC2-paired-1.fq.gz,BGI1-RET2-NIC2-paired-2.fq.gz,BGI1-RET2-NIC2,RET2,NIC2,,
BGI2-RET2-NIC2,BGI2-RET2-NIC2-paired-1.fq.gz,BGI2-RET2-NIC2-paired-2.fq.gz,BGI2-RET2-NIC2,RET2,NIC2,,
BGI3-RET2a-NIC2,BGI3-RET2a-NIC2-paired-1.fq.gz,BGI3-RET2a-NIC2-paired-2.fq.gz,BGI3-RET2a-NIC2,RET2a,NIC2,,
Princeton-ECA31_c02hkac-NIC2,Princeton-ECA31_c02hkac-NIC2-paired-1.fq.gz,Princeton-ECA31_c02hkac-NIC2-paired-2.fq.gz,Princeton-ECA31_c02hkac-NIC2,ECA31_c02hkac,NIC2,,
Princeton-ECA31_c03b2ab-NIC2,Princeton-ECA31_c03b2ab-NIC2-paired-1.fq.gz,Princeton-ECA31_c03b2ab-NIC2-paired-2.fq.gz,Princeton-ECA31_c03b2ab-NIC2,ECA31_c03b2ab,NIC2,,
BGI1-RET3-NIC207,BGI1-RET3-NIC207-paired-1.fq.gz,BGI1-RET3-NIC207-paired-2.fq.gz,BGI1-RET3-NIC207,RET3,NIC207,,
BGI2-RET3-NIC207,BGI2-RET3-NIC207-paired-1.fq.gz,BGI2-RET3-NIC207-paired-2.fq.gz,BGI2-RET3-NIC207,RET3,NIC207,,
BGI3-RET3a-NIC207,BGI3-RET3a-NIC207-paired-1.fq.gz,BGI3-RET3a-NIC207-paired-2.fq.gz,BGI3-RET3a-NIC207,RET3a,NIC207,,
BGI1-RET4-NIC231,BGI1-RET4-NIC231-paired-1.fq.gz,BGI1-RET4-NIC231-paired-2.fq.gz,BGI1-RET4-NIC231,RET4,NIC231,,
BGI2-RET4-NIC231,BGI2-RET4-NIC231-paired-1.fq.gz,BGI2-RET4-NIC231-paired-2.fq.gz,BGI2-RET4-NIC231,RET4,NIC231,,
BGI3-RET4a-NIC231,BGI3-RET4a-NIC231-paired-1.fq.gz,BGI3-RET4a-NIC231-paired-2.fq.gz,BGI3-RET4a-NIC231,RET4a,NIC231,,
BGI1-RET1-NIC232,BGI1-RET1-NIC232-paired-1.fq.gz,BGI1-RET1-NIC232-paired-2.fq.gz,BGI1-RET1-NIC232,RET1,NIC231,,
BGI2-RET1-NIC232,BGI2-RET1-NIC232-paired-1.fq.gz,BGI2-RET1-NIC232-paired-2.fq.gz,BGI2-RET1-NIC232,RET1,NIC231,,
BGI3-RET1b-NIC232,BGI3-RET1b-NIC232-paired-1.fq.gz,BGI3-RET1b-NIC232-paired-2.fq.gz,BGI3-RET1b-NIC232,RET1b,NIC231,,
BGI1-RET6-NIC236,BGI1-RET6-NIC236-paired-1.fq.gz,BGI1-RET6-NIC236-paired-2.fq.gz,BGI1-RET6-NIC236,RET6,NIC236,,
BGI2-RET6-NIC236,BGI2-RET6-NIC236-paired-1.fq.gz,BGI2-RET6-NIC236-paired-2.fq.gz,BGI2-RET6-NIC236,RET6,NIC236,,
BGI3-RET6a-NIC236,BGI3-RET6a-NIC236-paired-1.fq.gz,BGI3-RET6a-NIC236-paired-2.fq.gz,BGI3-RET6a-NIC236,RET6a,NIC236,,
BGI1-RET5-NIC237,BGI1-RET5-NIC237-paired-1.fq.gz,BGI1-RET5-NIC237-paired-2.fq.gz,BGI1-RET5-NIC237,RET5,NIC236,,
BGI2-RET5-NIC237,BGI2-RET5-NIC237-paired-1.fq.gz,BGI2-RET5-NIC237-paired-2.fq.gz,BGI2-RET5-NIC237,RET5,NIC236,,
BGI3-RET5a-NIC237,BGI3-RET5a-NIC237-paired-1.fq.gz,BGI3-RET5a-NIC237-paired-2.fq.gz,BGI3-RET5a-NIC237,RET5a,NIC236,,
Uchicago-L002-NIC256,Uchicago-L002-NIC256-paired-1.fq.gz,Uchicago-L002-NIC256-paired-2.fq.gz,Uchicago-L002-NIC256,L002,NIC256,,
Uchicago-L002-NIC263,Uchicago-L002-NIC263-paired-1.fq.gz,Uchicago-L002-NIC263-paired-2.fq.gz,Uchicago-L002-NIC263,L002,NIC256,,
Uchicago-L002-NIC267,Uchicago-L002-NIC267-paired-1.fq.gz,Uchicago-L002-NIC267-paired-2.fq.gz,Uchicago-L002-NIC267,L002,NIC267,,
Uchicago-L002-NIC270,Uchicago-L002-NIC270-paired-1.fq.gz,Uchicago-L002-NIC270-paired-2.fq.gz,Uchicago-L002-NIC270,L002,NIC267,,
BGI1-RET3-NIC3,BGI1-RET3-NIC3-paired-1.fq.gz,BGI1-RET3-NIC3-paired-2.fq.gz,BGI1-RET3-NIC3,RET3,NIC3,,
BGI2-RET3-NIC3,BGI2-RET3-NIC3-paired-1.fq.gz,BGI2-RET3-NIC3-paired-2.fq.gz,BGI2-RET3-NIC3,RET3,NIC3,,
BGI3-RET3a-NIC3,BGI3-RET3a-NIC3-paired-1.fq.gz,BGI3-RET3a-NIC3-paired-2.fq.gz,BGI3-RET3a-NIC3,RET3a,NIC3,,
BGI1-RET4-NIC4,BGI1-RET4-NIC4-paired-1.fq.gz,BGI1-RET4-NIC4-paired-2.fq.gz,BGI1-RET4-NIC4,RET4,NIC3,,
BGI2-RET4-NIC4,BGI2-RET4-NIC4-paired-1.fq.gz,BGI2-RET4-NIC4-paired-2.fq.gz,BGI2-RET4-NIC4,RET4,NIC3,,
BGI3-RET4a-NIC4,BGI3-RET4a-NIC4-paired-1.fq.gz,BGI3-RET4a-NIC4-paired-2.fq.gz,BGI3-RET4a-NIC4,RET4a,NIC3,,
Princeton-ECA31_c02hkac-NIC3,Princeton-ECA31_c02hkac-NIC3-paired-1.fq.gz,Princeton-ECA31_c02hkac-NIC3-paired-2.fq.gz,Princeton-ECA31_c02hkac-NIC3,ECA31_c02hkac,NIC3,,
Princeton-ECA31_c03b2ab-NIC3,Princeton-ECA31_c03b2ab-NIC3-paired-1.fq.gz,Princeton-ECA31_c03b2ab-NIC3-paired-2.fq.gz,Princeton-ECA31_c03b2ab-NIC3,ECA31_c03b2ab,NIC3,,
Princeton-ECA32_c02hkac-NIC4,Princeton-ECA32_c02hkac-NIC4-paired-1.fq.gz,Princeton-ECA32_c02hkac-NIC4-paired-2.fq.gz,Princeton-ECA32_c02hkac-NIC4,ECA32_c02hkac,NIC3,,
Princeton-ECA32_c03b2ab-NIC4,Princeton-ECA32_c03b2ab-NIC4-paired-1.fq.gz,Princeton-ECA32_c03b2ab-NIC4-paired-2.fq.gz,Princeton-ECA32_c03b2ab-NIC4,ECA32_c03b2ab,NIC3,,
BGI1-RET6-PB303,BGI1-RET6-PB303-paired-1.fq.gz,BGI1-RET6-PB303-paired-2.fq.gz,BGI1-RET6-PB303,RET6,PB303,,
BGI2-RET6-PB303,BGI2-RET6-PB303-paired-1.fq.gz,BGI2-RET6-PB303-paired-2.fq.gz,BGI2-RET6-PB303,RET6,PB303,,
BGI3-RET6b-PB303,BGI3-RET6b-PB303-paired-1.fq.gz,BGI3-RET6b-PB303-paired-2.fq.gz,BGI3-RET6b-PB303,RET6b,PB303,,
Princeton-ECA41_d0ncdac-PB303,Princeton-ECA41_d0ncdac-PB303-paired-1.fq.gz,Princeton-ECA41_d0ncdac-PB303-paired-2.fq.gz,Princeton-ECA41_d0ncdac-PB303,ECA41_d0ncdac,PB303,,
BGI1-RET2-PB306,BGI1-RET2-PB306-paired-1.fq.gz,BGI1-RET2-PB306-paired-2.fq.gz,BGI1-RET2-PB306,RET2,PB306,,
BGI2-RET2-PB306,BGI2-RET2-PB306-paired-1.fq.gz,BGI2-RET2-PB306-paired-2.fq.gz,BGI2-RET2-PB306,RET2,PB306,,
BGI3-RET2a-PB306,BGI3-RET2a-PB306-paired-1.fq.gz,BGI3-RET2a-PB306-paired-2.fq.gz,BGI3-RET2a-PB306,RET2a,PB306,,
Rockman096-R096.2-PB306,Rockman096-R096.2-PB306-paired-1.fq.gz,Rockman096-R096.2-PB306-paired-2.fq.gz,Rockman096-R096.2-PB306,R096.2,PB306,,
BGI1-RET7-PS2025,BGI1-RET7-PS2025-paired-1.fq.gz,BGI1-RET7-PS2025-paired-2.fq.gz,BGI1-RET7-PS2025,RET7,PS2025,,
BGI2-RET7-PS2025,BGI2-RET7-PS2025-paired-1.fq.gz,BGI2-RET7-PS2025-paired-2.fq.gz,BGI2-RET7-PS2025,RET7,PS2025,,
BGI3-RET7a-PS2025,BGI3-RET7a-PS2025-paired-1.fq.gz,BGI3-RET7a-PS2025-paired-2.fq.gz,BGI3-RET7a-PS2025,RET7a,PS2025,,
Princeton-ECA41_d0ncdac-PS2025,Princeton-ECA41_d0ncdac-PS2025-paired-1.fq.gz,Princeton-ECA41_d0ncdac-PS2025-paired-2.fq.gz,Princeton-ECA41_d0ncdac-PS2025,ECA41_d0ncdac,PS2025,,
BGI1-RET6-PX179,BGI1-RET6-PX179-paired-1.fq.gz,BGI1-RET6-PX179-paired-2.fq.gz,BGI1-RET6-PX179,RET6,PX179,,
BGI2-RET6-PX179,BGI2-RET6-PX179-paired-1.fq.gz,BGI2-RET6-PX179-paired-2.fq.gz,BGI2-RET6-PX179,RET6,PX179,,
BGI3-RET6a-PX179,BGI3-RET6a-PX179-paired-1.fq.gz,BGI3-RET6a-PX179-paired-2.fq.gz,BGI3-RET6a-PX179,RET6a,PX179,,
Rockman096-R096.2-PX179,Rockman096-R096.2-PX179-paired-1.fq.gz,Rockman096-R096.2-PX179-paired-2.fq.gz,Rockman096-R096.2-PX179,R096.2,PX179,,
Princeton-ECA38_c099uac-PX179,Princeton-ECA38_c099uac-PX179-paired-1.fq.gz,Princeton-ECA38_c099uac-PX179-paired-2.fq.gz,Princeton-ECA38_c099uac-PX179,ECA38_c099uac,PX179,,
Princeton-ECA38_d0mbhac-PX179,Princeton-ECA38_d0mbhac-PX179-paired-1.fq.gz,Princeton-ECA38_d0mbhac-PX179-paired-2.fq.gz,Princeton-ECA38_d0mbhac-PX179,ECA38_d0mbhac,PX179,,
BGI1-RET5-QG536,BGI1-RET5-QG536-paired-1.fq.gz,BGI1-RET5-QG536-paired-2.fq.gz,BGI1-RET5-QG536,RET5,QG536,,
BGI2-RET5-QG536,BGI2-RET5-QG536-paired-1.fq.gz,BGI2-RET5-QG536-paired-2.fq.gz,BGI2-RET5-QG536,RET5,QG536,,
BGI3-RET5b-QG536,BGI3-RET5b-QG536-paired-1.fq.gz,BGI3-RET5b-QG536-paired-2.fq.gz,BGI3-RET5b-QG536,RET5b,QG536,,
BGI1-RET7-QG537,BGI1-RET7-QG537-paired-1.fq.gz,BGI1-RET7-QG537-paired-2.fq.gz,BGI1-RET7-QG537,RET7,QG536,,
BGI2-RET7-QG537,BGI2-RET7-QG537-paired-1.fq.gz,BGI2-RET7-QG537-paired-2.fq.gz,BGI2-RET7-QG537,RET7,QG536,,
BGI3-RET7b-QG537,BGI3-RET7b-QG537-paired-1.fq.gz,BGI3-RET7b-QG537-paired-2.fq.gz,BGI3-RET7b-QG537,RET7b,QG536,,
BGI1-RET6-QG538,BGI1-RET6-QG538-paired-1.fq.gz,BGI1-RET6-QG538-paired-2.fq.gz,BGI1-RET6-QG538,RET6,QG536,,
BGI2-RET6-QG538,BGI2-RET6-QG538-paired-1.fq.gz,BGI2-RET6-QG538-paired-2.fq.gz,BGI2-RET6-QG538,RET6,QG536,,
BGI3-RET6b-QG538,BGI3-RET6b-QG538-paired-1.fq.gz,BGI3-RET6b-QG538-paired-2.fq.gz,BGI3-RET6b-QG538,RET6b,QG536,,
Princeton-ECA30_c02hkac-QG538,Princeton-ECA30_c02hkac-QG538-paired-1.fq.gz,Princeton-ECA30_c02hkac-QG538-paired-2.fq.gz,Princeton-ECA30_c02hkac-QG538,ECA30_c02hkac,QG536,,
Princeton-ECA30_c03b2ab-QG538,Princeton-ECA30_c03b2ab-QG538-paired-1.fq.gz,Princeton-ECA30_c03b2ab-QG538-paired-2.fq.gz,Princeton-ECA30_c03b2ab-QG538,ECA30_c03b2ab,QG536,,
Princeton-ECA32_c02hkac-QG536,Princeton-ECA32_c02hkac-QG536-paired-1.fq.gz,Princeton-ECA32_c02hkac-QG536-paired-2.fq.gz,Princeton-ECA32_c02hkac-QG536,ECA32_c02hkac,QG536,,
Princeton-ECA32_c02hkac-QX1214,Princeton-ECA32_c02hkac-QX1214-paired-1.fq.gz,Princeton-ECA32_c02hkac-QX1214-paired-2.fq.gz,Princeton-ECA32_c02hkac-QX1214,ECA32_c02hkac,QG536,,
Princeton-ECA32_c03b2ab-QG536,Princeton-ECA32_c03b2ab-QG536-paired-1.fq.gz,Princeton-ECA32_c03b2ab-QG536-paired-2.fq.gz,Princeton-ECA32_c03b2ab-QG536,ECA32_c03b2ab,QG536,,
Princeton-ECA32_c03b2ab-QX1214,Princeton-ECA32_c03b2ab-QX1214-paired-1.fq.gz,Princeton-ECA32_c03b2ab-QX1214-paired-2.fq.gz,Princeton-ECA32_c03b2ab-QX1214,ECA32_c03b2ab,QG536,,
Princeton-ECA40_d0ncdac-QG537,Princeton-ECA40_d0ncdac-QG537-paired-1.fq.gz,Princeton-ECA40_d0ncdac-QG537-paired-2.fq.gz,Princeton-ECA40_d0ncdac-QG537,ECA40_d0ncdac,QG536,,
BGI1-RET2-QG556,BGI1-RET2-QG556-paired-1.fq.gz,BGI1-RET2-QG556-paired-2.fq.gz,BGI1-RET2-QG556,RET2,QG556,,
BGI2-RET2-QG556,BGI2-RET2-QG556-paired-1.fq.gz,BGI2-RET2-QG556-paired-2.fq.gz,BGI2-RET2-QG556,RET2,QG556,,
BGI3-RET2a-QG556,BGI3-RET2a-QG556-paired-1.fq.gz,BGI3-RET2a-QG556-paired-2.fq.gz,BGI3-RET2a-QG556,RET2a,QG556,,
BGI1-RET7-QG558,BGI1-RET7-QG558-paired-1.fq.gz,BGI1-RET7-QG558-paired-2.fq.gz,BGI1-RET7-QG558,RET7,QG556,,
BGI2-RET7-QG558,BGI2-RET7-QG558-paired-1.fq.gz,BGI2-RET7-QG558-paired-2.fq.gz,BGI2-RET7-QG558,RET7,QG556,,
BGI3-RET7a-QG558,BGI3-RET7a-QG558-paired-1.fq.gz,BGI3-RET7a-QG558-paired-2.fq.gz,BGI3-RET7a-QG558,RET7a,QG556,,
BGI1-RET1-QG557,BGI1-RET1-QG557-paired-1.fq.gz,BGI1-RET1-QG557-paired-2.fq.gz,BGI1-RET1-QG557,RET1,QG557,,
BGI2-RET1-QG557,BGI2-RET1-QG557-paired-1.fq.gz,BGI2-RET1-QG557-paired-2.fq.gz,BGI2-RET1-QG557,RET1,QG557,,
BGI3-RET1b-QG557,BGI3-RET1b-QG557-paired-1.fq.gz,BGI3-RET1b-QG557-paired-2.fq.gz,BGI3-RET1b-QG557,RET1b,QG557,,
BGI1-RET3-QX1211,BGI1-RET3-QX1211-paired-1.fq.gz,BGI1-RET3-QX1211-paired-2.fq.gz,BGI1-RET3-QX1211,RET3,QX1211,,
BGI2-RET3-QX1211,BGI2-RET3-QX1211-paired-1.fq.gz,BGI2-RET3-QX1211-paired-2.fq.gz,BGI2-RET3-QX1211,RET3,QX1211,,
BGI3-RET3a-QX1211,BGI3-RET3a-QX1211-paired-1.fq.gz,BGI3-RET3a-QX1211-paired-2.fq.gz,BGI3-RET3a-QX1211,RET3a,QX1211,,
BGI1-RET3-QX1215,BGI1-RET3-QX1215-paired-1.fq.gz,BGI1-RET3-QX1215-paired-2.fq.gz,BGI1-RET3-QX1215,RET3,QX1211,,
BGI2-RET3-QX1215,BGI2-RET3-QX1215-paired-1.fq.gz,BGI2-RET3-QX1215-paired-2.fq.gz,BGI2-RET3-QX1215,RET3,QX1211,,
BGI3-RET3b-QX1215,BGI3-RET3b-QX1215-paired-1.fq.gz,BGI3-RET3b-QX1215-paired-2.fq.gz,BGI3-RET3b-QX1215,RET3b,QX1211,,
BGI1-RET7-QX1216,BGI1-RET7-QX1216-paired-1.fq.gz,BGI1-RET7-QX1216-paired-2.fq.gz,BGI1-RET7-QX1216,RET7,QX1211,,
BGI2-RET7-QX1216,BGI2-RET7-QX1216-paired-1.fq.gz,BGI2-RET7-QX1216-paired-2.fq.gz,BGI2-RET7-QX1216,RET7,QX1211,,
BGI3-RET7b-QX1216,BGI3-RET7b-QX1216-paired-1.fq.gz,BGI3-RET7b-QX1216-paired-2.fq.gz,BGI3-RET7b-QX1216,RET7b,QX1211,,
Princeton-ECA32_c02hkac-QX1215,Princeton-ECA32_c02hkac-QX1215-paired-1.fq.gz,Princeton-ECA32_c02hkac-QX1215-paired-2.fq.gz,Princeton-ECA32_c02hkac-QX1215,ECA32_c02hkac,QX1211,,
Princeton-ECA32_c03b2ab-QX1215,Princeton-ECA32_c03b2ab-QX1215-paired-1.fq.gz,Princeton-ECA32_c03b2ab-QX1215-paired-2.fq.gz,Princeton-ECA32_c03b2ab-QX1215,ECA32_c03b2ab,QX1211,,
Rockman106-R106.4-QX1211,Rockman106-R106.4-QX1211-paired-1.fq.gz,Rockman106-R106.4-QX1211-paired-2.fq.gz,Rockman106-R106.4-QX1211,R106.4,QX1211,,
BGI1-RET4-QX1212,BGI1-RET4-QX1212-paired-1.fq.gz,BGI1-RET4-QX1212-paired-2.fq.gz,BGI1-RET4-QX1212,RET4,QX1212,,
BGI2-RET4-QX1212,BGI2-RET4-QX1212-paired-1.fq.gz,BGI2-RET4-QX1212-paired-2.fq.gz,BGI2-RET4-QX1212,RET4,QX1212,,
BGI3-RET4a-QX1212,BGI3-RET4a-QX1212-paired-1.fq.gz,BGI3-RET4a-QX1212-paired-2.fq.gz,BGI3-RET4a-QX1212,RET4a,QX1212,,
BGI1-RET5-QX1213,BGI1-RET5-QX1213-paired-1.fq.gz,BGI1-RET5-QX1213-paired-2.fq.gz,BGI1-RET5-QX1213,RET5,QX1212,,
BGI2-RET5-QX1213,BGI2-RET5-QX1213-paired-1.fq.gz,BGI2-RET5-QX1213-paired-2.fq.gz,BGI2-RET5-QX1213,RET5,QX1212,,
BGI3-RET5b-QX1213,BGI3-RET5b-QX1213-paired-1.fq.gz,BGI3-RET5b-QX1213-paired-2.fq.gz,BGI3-RET5b-QX1213,RET5b,QX1212,,
BGI1-RET6-QX1214,BGI1-RET6-QX1214-paired-1.fq.gz,BGI1-RET6-QX1214-paired-2.fq.gz,BGI1-RET6-QX1214,RET6,QX1212,,
BGI2-RET6-QX1214,BGI2-RET6-QX1214-paired-1.fq.gz,BGI2-RET6-QX1214-paired-2.fq.gz,BGI2-RET6-QX1214,RET6,QX1212,,
BGI3-RET6a-QX1214,BGI3-RET6a-QX1214-paired-1.fq.gz,BGI3-RET6a-QX1214-paired-2.fq.gz,BGI3-RET6a-QX1214,RET6a,QX1212,,
Princeton-ECA31_c02hkac-QX1212,Princeton-ECA31_c02hkac-QX1212-paired-1.fq.gz,Princeton-ECA31_c02hkac-QX1212-paired-2.fq.gz,Princeton-ECA31_c02hkac-QX1212,ECA31_c02hkac,QX1212,,
Princeton-ECA31_c02hkac-QX1213,Princeton-ECA31_c02hkac-QX1213-paired-1.fq.gz,Princeton-ECA31_c02hkac-QX1213-paired-2.fq.gz,Princeton-ECA31_c02hkac-QX1213,ECA31_c02hkac,QX1212,,
Princeton-ECA31_c03b2ab-QX1212,Princeton-ECA31_c03b2ab-QX1212-paired-1.fq.gz,Princeton-ECA31_c03b2ab-QX1212-paired-2.fq.gz,Princeton-ECA31_c03b2ab-QX1212,ECA31_c03b2ab,QX1212,,
Princeton-ECA31_c03b2ab-QX1213,Princeton-ECA31_c03b2ab-QX1213-paired-1.fq.gz,Princeton-ECA31_c03b2ab-QX1213-paired-2.fq.gz,Princeton-ECA31_c03b2ab-QX1213,ECA31_c03b2ab,QX1212,,
Princeton-ECA32_c02hkac-QG537,Princeton-ECA32_c02hkac-QG537-paired-1.fq.gz,Princeton-ECA32_c02hkac-QG537-paired-2.fq.gz,Princeton-ECA32_c02hkac-QG537,ECA32_c02hkac,QX1212,,
Princeton-ECA32_c03b2ab-QG537,Princeton-ECA32_c03b2ab-QG537-paired-1.fq.gz,Princeton-ECA32_c03b2ab-QG537-paired-2.fq.gz,Princeton-ECA32_c03b2ab-QG537,ECA32_c03b2ab,QX1212,,
Princeton-ECA40_d0ncdac-QX1214,Princeton-ECA40_d0ncdac-QX1214-paired-1.fq.gz,Princeton-ECA40_d0ncdac-QX1214-paired-2.fq.gz,Princeton-ECA40_d0ncdac-QX1214,ECA40_d0ncdac,QX1212,,
BGI1-RET4-QX1233,BGI1-RET4-QX1233-paired-1.fq.gz,BGI1-RET4-QX1233-paired-2.fq.gz,BGI1-RET4-QX1233,RET4,QX1233,,
BGI2-RET4-QX1233,BGI2-RET4-QX1233-paired-1.fq.gz,BGI2-RET4-QX1233-paired-2.fq.gz,BGI2-RET4-QX1233,RET4,QX1233,,
BGI3-RET4b-QX1233,BGI3-RET4b-QX1233-paired-1.fq.gz,BGI3-RET4b-QX1233-paired-2.fq.gz,BGI3-RET4b-QX1233,RET4b,QX1233,,
Princeton-ECA41_d0ncdac-QX1233,Princeton-ECA41_d0ncdac-QX1233-paired-1.fq.gz,Princeton-ECA41_d0ncdac-QX1233-paired-2.fq.gz,Princeton-ECA41_d0ncdac-QX1233,ECA41_d0ncdac,QX1233,,
BGI1-RET2-QX1791,BGI1-RET2-QX1791-paired-1.fq.gz,BGI1-RET2-QX1791-paired-2.fq.gz,BGI1-RET2-QX1791,RET2,QX1791,,
BGI2-RET2-QX1791,BGI2-RET2-QX1791-paired-1.fq.gz,BGI2-RET2-QX1791-paired-2.fq.gz,BGI2-RET2-QX1791,RET2,QX1791,,
BGI3-RET2b-QX1791,BGI3-RET2b-QX1791-paired-1.fq.gz,BGI3-RET2b-QX1791-paired-2.fq.gz,BGI3-RET2b-QX1791,RET2b,QX1791,,
Princeton-ECA30_c02hkac-QX1791,Princeton-ECA30_c02hkac-QX1791-paired-1.fq.gz,Princeton-ECA30_c02hkac-QX1791-paired-2.fq.gz,Princeton-ECA30_c02hkac-QX1791,ECA30_c02hkac,QX1791,,
Princeton-ECA30_c03b2ab-QX1791,Princeton-ECA30_c03b2ab-QX1791-paired-1.fq.gz,Princeton-ECA30_c03b2ab-QX1791-paired-2.fq.gz,Princeton-ECA30_c03b2ab-QX1791,ECA30_c03b2ab,QX1791,,
BGI1-RET2-QX1792,BGI1-RET2-QX1792-paired-1.fq.gz,BGI1-RET2-QX1792-paired-2.fq.gz,BGI1-RET2-QX1792,RET2,QX1792,,
BGI2-RET2-QX1792,BGI2-RET2-QX1792-paired-1.fq.gz,BGI2-RET2-QX1792-paired-2.fq.gz,BGI2-RET2-QX1792,RET2,QX1792,,
BGI3-RET2b-QX1792,BGI3-RET2b-QX1792-paired-1.fq.gz,BGI3-RET2b-QX1792-paired-2.fq.gz,BGI3-RET2b-QX1792,RET2b,QX1792,,
Uchicago-L001-QX1792,Uchicago-L001-QX1792-paired-1.fq.gz,Uchicago-L001-QX1792-paired-2.fq.gz,Uchicago-L001-QX1792,L001,QX1792,,
Princeton-ECA31_c02hkac-QX1792,Princeton-ECA31_c02hkac-QX1792-paired-1.fq.gz,Princeton-ECA31_c02hkac-QX1792-paired-2.fq.gz,Princeton-ECA31_c02hkac-QX1792,ECA31_c02hkac,QX1792,,
Princeton-ECA31_c03b2ab-QX1792,Princeton-ECA31_c03b2ab-QX1792-paired-1.fq.gz,Princeton-ECA31_c03b2ab-QX1792-paired-2.fq.gz,Princeton-ECA31_c03b2ab-QX1792,ECA31_c03b2ab,QX1792,,
BGI1-RET2-QX1793,BGI1-RET2-QX1793-paired-1.fq.gz,BGI1-RET2-QX1793-paired-2.fq.gz,BGI1-RET2-QX1793,RET2,QX1793,,
BGI2-RET2-QX1793,BGI2-RET2-QX1793-paired-1.fq.gz,BGI2-RET2-QX1793-paired-2.fq.gz,BGI2-RET2-QX1793,RET2,QX1793,,
BGI3-RET2b-QX1793,BGI3-RET2b-QX1793-paired-1.fq.gz,BGI3-RET2b-QX1793-paired-2.fq.gz,BGI3-RET2b-QX1793,RET2b,QX1793,,
Princeton-ECA32_c02hkac-QX1793,Princeton-ECA32_c02hkac-QX1793-paired-1.fq.gz,Princeton-ECA32_c02hkac-QX1793-paired-2.fq.gz,Princeton-ECA32_c02hkac-QX1793,ECA32_c02hkac,QX1793,,
