isolated_by,landscape,latitude,longitude,place,species,strain,substrate
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1992,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1993,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1994,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1995,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1996,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1997,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1998,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU1999,"rotting fruit, apple"
Tony Belicard,Forest,-20.9895,55.3867,"Dos d'ane, La Reunion",Caenorhabditis elegans,JU2001,rotting flower
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU2004,"rotting fruit, apple"
Michalis Barkoulas,Rural garden,50.7608,-1.32413,"Cowes, United Kingdom",Caenorhabditis elegans,JU2007,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis elegans,JU2009,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2010,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2011,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2012,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis elegans,JU2013,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis elegans,JU2014,"rotting fruit, apple"
Marie-Anne Felix,Urban garden,37.755,-122.463,"San Francisco, USA",Caenorhabditis elegans,JU2016,"rotting fruit, pumpkin"
Marie-Anne Felix,Urban garden,37.755,-122.463,"San Francisco, USA",Caenorhabditis elegans,JU2017,"rotting root, sweet potato"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2018,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2019,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2020,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2021,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2022,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2023,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2024,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2025,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU2032,"rotting fruit, apple"
Marie-Anne Felix,Forest,5.16,-52.9,"Petit Saut, Franch Guiana",Caenorhabditis briggsae,JU2044,"rotting fruit"""
Marie-Anne Felix,Forest,5.07,-52.72,"Montagne des Singes, French Guiana",Caenorhabditis briggsae,JU2045,rotting fruit
Marie-Anne Felix,Forest,5.07,-52.72,"Montagne des Singes, French Guiana",Caenorhabditis sp. 17,JU2046,rotting fruit
Marie-Anne Felix,Rural garden,21.9639,-159.358,"Lihue, Kaui",Caenorhabditis briggsae,JU2053,rotting fruit papaya
Marie-Anne Felix,Rural garden,21.9639,-159.358,"Lihue, Kaui",Caenorhabditis briggsae,JU2054,rotting fruit avocado
Marie-Anne Felix,Rural garden,22.219,-159.576,"Haena, Kaui",Caenorhabditis briggsae,JU2055,rotting fruit breadfruit
Marie-Anne Felix,Rural garden,22.219,-159.576,"Haena, Kaui",Caenorhabditis briggsae,JU2056,rotting fruit Pritchardia limahuliensis
Marie-Anne Felix,Forest,-12.77,45.14,"Combani Hill, Mayotte",Caenorhabditis briggsae,JU2057,fungus
Marie-Anne Felix,Forest,8.893,98.512,"Kaho Sok National Park, Thailand",Caenorhabditis sp. 21,JU2070,"rotting fruit, fig"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU2101,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis elegans,JU2102,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis briggsae,JU2103,"rotting fruit, apple"
Marie-Anne Felix,Forest,49.121,1.951,"Santeuil, France",Caenorhabditis elegans,JU2104,rotting stem Dipsacus fullonum
Marie-Anne Felix,Forest,49.121,1.951,"Santeuil, France",Caenorhabditis briggsae,JU2105,rotting stem Dipsacus fullonum
Marie-Anne Felix,Rural garden,43.06,0.24,"Frechendets, France",Caenorhabditis elegans,JU2106,compost
Marie-Anne Felix,Wet shrubland,48.0498,-4.705,"Baie des Trepasses, France",Caenorhabditis elegans,JU2131,"rotting stem, Heracleum sphondylium"
Marie-Anne Felix,Wet shrubland,48.0498,-4.705,"Baie des Trepasses, France",Caenorhabditis elegans,JU2132,"rotting stem, Heracleum sphondylium"
Marie-Anne Felix,Forest,49.121,1.951,"Santeuil, France",Caenorhabditis briggsae,JU2138,"rotting stem, Asteraceae"
Marie-Anne Felix,Forest,46.639,1.05084,"Le Blanc, France",Caenorhabditis elegans,JU2139,"rotting fruit, acorns"
Marie-Anne Felix,Forest,46.639,1.05084,"Le Blanc, France",Caenorhabditis elegans,JU2140,"live mollusk, slug"
Marie-Anne Felix,Agricultural land,46.6293,1.0512,"Le Blanc, France",Caenorhabditis elegans,JU2141,"rotting fruit, walnut"
Marie-Anne Felix,Agricultural land,46.6277,1.0523,"Le Blanc, France",Caenorhabditis briggsae,JU2142,rotting stem
Marie-Anne Felix,Agricultural land,46.6245,1.0525,"Le Blanc, France",Caenorhabditis briggsae,JU2143,"rotting fruit, walnut"
Marie-Anne Felix,Rural garden,46.63,1.06,"Le Blanc, France",Caenorhabditis briggsae,JU2144,"rotting fruit, grapes"
Marie-Anne Felix,Rural garden,46.63,1.06,"Le Blanc, France",Caenorhabditis briggsae,JU2145,"rotting fruit, walnut"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2146,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2147,"rotting fruit, apple"
Marie-Anne Felix,Rural garden,48.7015,2.1725,"Orsay, France",Caenorhabditis sp. 13,JU2148,"rotting fruit, apple"
Marie-Anne Felix,Forest,49.121,1.951,"Santeuil, France",Caenorhabditis elegans,JU2151,"rotting stem, Heracleum sphondylium"
NA,Forest,,,"Kasama, Ibaraki, Japan",Bursaphelenchus xylophilus,Ka4C1,Dead pine trees
NA,Urban garden,49.28,-123.13,"Vancouver, Canada",Caenorhabditis elegans,KR314,decaying avocado
NA,,-18,46,Madagascar,Caenorhabditis elegans,LKC34,"rotting seed, Dypsis baronii"
Warwick L. Nicholas,Urban garden,51.46,-2.6,"Bristol, Great Britain",Caenorhabditis elegans,LSJ1,mushroom compost
NA,,,,,Caenorhabditis elegans,LSJ2,
NA,,,,Southwest Cameroon,Loa loa,L_loa_Cameroon_isolate,blood
NA,,,,,Haemonchus contortus,MHco3,
NA,,,,Scotland,Teladorsagia circumcincta,MOR001,Ovine
NA,,,,England,Teladorsagia circumcincta,MOR002,
NA,,,,Europe,Haemonchus contortus,MOR003,
NA,,,,Sub-Saharan Africa,Haemonchus contortus,MOR004,Ovine
NA,,,,,Haemonchus contortus,MOR005,Ovine
NA,,,,"Morelos, Mexico",Meloidogyne incognita,Morelos,
Hinrich Schulenburg,Urban garden,52.54,7.31,"Lingen, Germany",Caenorhabditis elegans,MY1,compost heap
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY2,compost heap
NA,,,,,Caenorhabditis elegans,MY3,
NA,,,,,Caenorhabditis elegans,MY4,
NA,,,,,Caenorhabditis elegans,MY5,
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY6,compost heap
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY7,compost heap
NA,,,,,Caenorhabditis elegans,MY8,
NA,,,,,Caenorhabditis elegans,MY9,
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY10,compost heap
NA,,,,,Caenorhabditis elegans,MY11,
NA,,,,,Caenorhabditis elegans,MY12,
NA,,,,,Caenorhabditis elegans,MY13,
Hinrich Schulenburg,Urban garden,51.93,7.57,"Mecklenbeck, Germany",Caenorhabditis elegans,MY14,compost heap
Hinrich Schulenburg,Urban garden,51.93,7.57,"Mecklenbeck, Germany",Caenorhabditis elegans,MY15,compost heap
Hinrich Schulenburg,Urban garden,51.93,7.57,"Mecklenbeck, Germany",Caenorhabditis elegans,MY16,compost heap
NA,,,,,Caenorhabditis elegans,MY17,
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY18,compost heap
NA,,,,,Caenorhabditis elegans,MY19,
NA,,,,,Caenorhabditis elegans,MY20,
NA,,,,,Caenorhabditis elegans,MY21,
NA,,,,,Caenorhabditis elegans,MY22,
Hinrich Schulenburg,Urban garden,51.96,7.53,"Roxel, Germany",Caenorhabditis elegans,MY23,compost heap
NA,,,,,Caenorhabditis remanei,MY28,
NA,,,,,Caenorhabditis remanei,MY31,
NA,,,,,Caenorhabditis remanei,MY32,
NA,,,,,Caenorhabditis remanei,MY37,
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY201,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY202,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY203,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY204,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY206,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY208,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY209,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY210,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY212,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY213,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY214,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY218,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY219,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY220,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY221,fruits (windfall): rotting apple
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY222,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY223,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY224,fruits (windfall): rotting plum
Christina Ingrid Petersen,,54.2207,11.0649,"Boehnhusen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY225,fruits (windfall): rotting plum
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY267,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY268,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY269,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY270,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY271,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY272,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY273,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY274,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY276,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY277,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY278,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY279,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY280,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY281,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY282,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY283,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY284,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY285,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY286,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY287,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY288,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY289,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY290,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY291,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY292,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY293,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY294,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY295,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY296,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY297,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY298,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY299,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY300,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY301,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY302,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY303,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY304,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY305,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY306,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY307,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY308,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY309,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY310,rotten fruits
Hinrich Schulenburg,,54.3491,10.1151,"surroundings of Kiel, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY311,rotten fruits
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY313,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY314,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY315,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY316,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY317,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY318,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY319,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY320,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY321,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY322,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY323,from fruits: rotting apple compost
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY324,from fruits: rotting apple compost
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY326,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY327,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY328,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY329,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY330,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY331,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY332,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY333,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY334,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY335,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY336,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY337,rotting apple
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY338,rotting apple
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY340,upper/new layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY341,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY342,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY343,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY344,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY345,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY346,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY347,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY348,upper/new layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY349,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY350,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY351,lower/old layer of a compost heap
Hinrich Schulenburg,,54.1662,10.4353,"orchard next to the Max Planck Institute in Ploen, Schleswig-Holstein, Germany",Caenorhabditis remanei,MY361,rotting apple
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY363,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY364,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY365,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY366,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY367,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY368,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY369,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY370,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY371,middle layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY372,lower/old layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY373,upper/new layer of a compost heap
Hinrich Schulenburg,,51.9516,7.54,"private garden in Muenster, Nordrhein-Westfalen, Germany",Caenorhabditis elegans,MY374,lower/old layer of a compost heap
Hinrich Schulenburg,,54.3495,10.1182,"botanical garden, Kiel, Schleswig-Holstein, Germany",Caenorhabditis elegans,MY375,compost heap
